Date,Stock Code,Trading Volume,Transaction Amount,Opening Price,Highest Price,Lower Price,Closing Price,Price Change Percentage,Number of Transactions
2021-09-28,2330,17325896,10291543822,595,596,592,594,-8,16496
2021-09-29,2330,51834124,30040354500,580,583,577,580,-14,95024
2021-09-30,2330,36318623,21054651328,580,585,575,580,0,32973
2021-10-01,2330,39006124,22368447571,579,579,571,574,-6,78088
2021-10-04,2330,22288138,12741914919,574,575,569,572,-2,42147
2021-10-05,2330,36063650,20406526124,562,572,560,572,0,56678
2021-10-06,2330,33989379,19345468774,573,574,565,571,-1,53606
2021-10-07,2330,28480400,16458019782,575,582,572,580,9,23304
2021-10-08,2330,22601904,13051944932,582,583,573,575,-5,24157
2021-10-12,2330,27126088,15455194493,570,575,564,575,0,32210
2021-10-13,2330,19267437,11006807040,572,575,570,571,-4,18050
2021-10-14,2330,14270641,8213170376,579,579,573,573,2,14814
2021-10-15,2330,55305252,32878638999,592,600,586,600,27,61088
2021-10-18,2330,19753943,11802365489,604,604,590,590,-10,21353
2021-10-19,2330,18709936,11196540994,598,600,593,600,10,20482
2021-10-20,2330,17537878,10527701553,603,604,597,598,-2,16410
2021-10-21,2330,16882324,10116911921,602,603,595,596,-2,17599
2021-10-22,2330,14236279,8520299817,600,602,594,600,4,12812
2021-10-25,2330,17724968,10518554968,597,597,590,593,-7,16139
2021-10-26,2330,27047187,16169131795,595,600,593,599,6,13081
2021-10-27,2330,16260278,9708715733,598,599,594,599,0,12042
2021-10-28,2330,16927154,10066068774,598,598,591,595,-4,15065
2021-10-29,2330,27684673,16352758906,595,596,589,590,-5,19937
2021-11-01,2330,17110357,10107402871,591,593,590,590,0,13798
2021-11-02,2330,16544999,9808608554,594,597,590,592,2,11662
2021-11-03,2330,11404984,6773439607,597,597,592,592,0,8934
2021-11-04,2330,18888245,11112246412,592,594,585,587,-5,22171
2021-11-05,2330,35086799,20974569571,598,600,595,600,13,31929
2021-11-08,2330,20886897,12544595323,600,602,598,602,2,17964
2021-11-09,2330,42340785,25935652781,611,617,610,611,9,42855
2021-11-10,2330,18518512,11303615778,611,612,608,612,1,19147
2021-11-11,2330,20257792,12225622771,600,606,600,606,-6,16140
2021-11-12,2330,21373014,12801799429,610,611,602,604,-2,13869
2021-11-15,2330,17140935,10434209332,609,611,607,608,4,13140
2021-11-16,2330,21776308,13285168416,612,612,608,610,2,14487
2021-11-17,2330,21829653,13330782804,615,615,608,610,0,14807
2021-11-18,2330,22933191,14019057524,613,614,607,613,3,15913
2021-11-19,2330,38847820,24047156185,622,623,617,618,5,32179
2021-11-22,2330,23296854,14354639781,618,618,615,615,-3,14108
2021-11-23,2330,20022520,12266300247,615,615,611,612,-3,15011
2021-11-24,2330,22978524,13904268592,612,612,602,603,-9,23584
2021-11-25,2330,14171433,8551663451,605,607,601,603,0,14137
2021-11-26,2330,27882175,16609442268,598,601,592,596,-7,47638
2021-11-29,2330,24160615,14360266132,594,598,591,593,-3,23653
2021-11-30,2330,69160408,41208103150,597,600,591,596,3,24427
2021-12-01,2330,30119408,18021861252,596,603,594,600,4,15695
2021-12-02,2330,48720976,29780012954,605,615,602,615,15,40629
2021-12-03,2330,27571974,16798271782,614,614,606,608,-7,16197
2021-12-06,2330,24474913,14740969839,603,609,600,600,-8,19139
2021-12-07,2330,21105883,12704452330,602,607,597,607,7,22160
2021-12-08,2330,22194708,13490034097,614,614,602,602,-5,15634
2021-12-09,2330,12467833,7554386680,606,608,602,608,6,9231
2021-12-10,2330,11371659,6874539365,605,608,602,605,-3,9215
2021-12-13,2330,17994933,10887156003,609,610,601,601,-4,12503
2021-12-14,2330,22997961,13757424386,598,600,597,599,-2,21324
2021-12-15,2330,22419040,13420958112,597,601,596,600,1,19195
2021-12-16,2330,22151282,13370280179,605,605,601,605,0,15515
2021-12-17,2330,30319495,18339763894,601,607,599,607,2,11667
2021-12-20,2330,22381761,13446342438,607,607,598,598,-9,18943
2021-12-21,2330,17669559,10560361874,597,600,595,597,-1,17336
2021-12-22,2330,10127887,6067689422,598,601,598,600,3,8238
2021-12-23,2330,16910501,10238270336,607,608,602,606,6,12888
2021-12-24,2330,12008673,7276331245,606,609,604,604,-2,10444
2021-12-27,2330,16771900,10193462167,604,610,604,606,2,16637
2021-12-28,2330,35156339,21569506434,610,615,610,615,9,36241
2021-12-29,2330,25604320,15788043027,615,619,614,616,1,28804
2021-12-30,2330,20522055,12654016133,619,620,615,615,-1,15565
2022-01-03,2330,73703302,46249716919,619,632,618,631,16,88508
2022-01-04,2330,90945643,59188199534,645,656,644,656,25,106409
2022-01-05,2330,72505550,47582832784,669,669,646,650,-6,64712
2022-01-06,2330,57490736,36817638522,638,646,636,644,-6,53430
2022-01-07,2330,39847766,25358237656,643,646,632,634,-10,44497
2022-01-10,2330,39286754,25052138297,628,645,627,643,9,33453
2022-01-11,2330,36186544,23361588355,646,651,639,651,8,26849
2022-01-12,2330,40832298,26762357054,657,660,650,660,9,39164
2022-01-13,2330,39172028,25813559647,658,662,655,661,1,34355
2022-01-14,2330,98768193,66094477906,673,673,661,672,11,83211
2022-01-17,2330,63828552,43615303577,685,688,678,683,11,61981
2022-01-18,2330,48802321,32742176854,678,681,662,662,-21,65357
2022-01-19,2330,44092247,28859030269,652,660,651,654,-8,50763
2022-01-20,2330,48996473,31893527292,650,657,646,651,-3,39346
2022-01-21,2330,53966101,34642476570,644,646,637,641,-10,66088
2022-01-24,2330,48665203,31412475591,639,655,637,653,12,36231
2022-01-25,2330,53927064,34582254327,643,645,638,641,-12,56698
2022-01-26,2330,33093553,21089251429,635,641,635,636,-5,35647
2022-02-07,2330,64637049,41221401027,644,644,631,635,-1,43774
2022-02-08,2330,43786259,27805114442,645,645,628,628,-7,40026
2022-02-09,2330,33633394,21289086984,635,637,630,633,5,29746
2022-02-10,2330,37388892,24028303016,639,649,637,649,16,28452
2022-02-11,2330,28194682,18225628338,646,650,642,650,1,21995
2022-02-14,2330,39394670,25104180949,640,641,635,637,-13,33928
2022-02-15,2330,24497955,15556533655,633,639,633,633,-4,31907
2022-02-16,2330,27395771,17635435307,645,646,640,646,13,23136
2022-02-17,2330,20447347,13171026165,644,646,641,645,-1,16116
2022-02-18,2330,21948975,13997433486,638,639,636,637,-8,23892
2022-02-21,2330,25769408,16320629980,633,636,632,632,-5,41961
2022-02-22,2330,38526210,24153923316,628,630,625,627,-5,68303
2022-02-23,2330,34561338,21606428438,624,629,623,625,-2,50926
2022-02-24,2330,80672979,49358065299,618,619,604,604,-21,188248
2022-02-25,2330,94155943,56880320916,600,609,600,604,0,129776
2022-03-01,2330,70303880,42445208215,599,610,599,604,0,67439
2022-03-02,2330,42428151,25528700277,601,605,600,601,-3,58916
2022-03-03,2330,37103932,22373890387,603,607,601,602,1,65410
2022-03-04,2330,65235167,38833099256,595,597,592,595,-7,206731
2022-03-07,2330,97167600,56147025127,580,581,575,576,-19,297917
2022-03-08,2330,88371413,49908147901,561,570,561,563,-13,269695
2022-03-09,2330,57512412,32761408119,567,573,567,568,5,112422
2022-03-10,2330,49092145,28798814637,585,589,582,587,19,71569
2022-03-11,2330,42981381,24820833930,581,582,574,575,-12,112158
2022-03-14,2330,38562552,22131365409,574,577,572,572,-3,87337
2022-03-15,2330,84338792,47191728965,562,563,558,558,-14,277901
2022-03-16,2330,50764807,28345633852,564,565,555,558,0,110732
2022-03-17,2330,65820899,38121960334,578,583,575,582,24,65468
2022-03-18,2330,49583448,28771454221,582,582,576,581,-1,39576
2022-03-21,2330,22800165,13363354969,583,589,583,586,5,32617
2022-03-22,2330,23421124,13613967252,577,586,577,583,-3,27371
2022-03-23,2330,27475008,16177424772,590,590,586,590,7,30970
2022-03-24,2330,20769676,12232627003,587,592,585,591,1,21647
2022-03-25,2330,26794684,15984831591,597,598,595,598,7,29896
2022-03-28,2330,27954730,16298449416,581,586,580,584,-14,54537
2022-03-29,2330,15742359,9243985774,586,589,584,589,5,21222
2022-03-30,2330,43256548,25908489513,599,600,597,600,11,48535
2022-03-31,2330,25130417,15014260610,602,602,594,597,-3,18860
2022-04-01,2330,31247086,18328227645,585,589,584,589,-8,53178
2022-04-06,2330,40726932,23547636944,578,580,575,578,-11,62822
2022-04-07,2330,47212937,26881649976,571,573,566,566,-12,130552
2022-04-08,2330,31406384,17821660486,567,570,566,567,1,75778
2022-04-11,2330,41713758,23401330531,563,566,558,558,-9,130731
2022-04-12,2330,34799056,19418030839,554,564,552,557,-1,69280
2022-04-13,2330,36968137,21134384849,564,576,563,573,16,41249
2022-04-14,2330,20224847,11618596373,577,578,573,573,0,27442
2022-04-15,2330,33158930,18667922752,562,566,561,562,-11,99936
2022-04-18,2330,16579296,9311198146,559,566,558,561,-1,31712
2022-04-19,2330,18811242,10639032272,566,569,563,565,4,24598
2022-04-20,2330,28240222,16016967192,570,570,562,570,5,28615
2022-04-21,2330,21539083,12221437009,571,571,565,565,-5,28847
2022-04-22,2330,35567672,19849449551,558,559,557,558,-7,81550
2022-04-25,2330,49067362,26907070565,550,552,546,547,-11,165619
2022-04-26,2330,39549934,21628474846,550,551,544,546,-1,90252
2022-04-27,2330,65034122,34416315121,530,532,526,526,-20,217895
2022-04-28,2330,50406145,26653291522,530,532,523,531,5,79897
2022-04-29,2330,39960198,21586196160,547,547,535,538,7,41498
2022-05-03,2330,29502561,15790689728,538,540,530,531,-7,48050
2022-05-04,2330,17305449,9229779558,533,537,530,534,3,27460
2022-05-05,2330,22540182,12209716759,543,544,539,542,8,26904
2022-05-06,2330,34512038,18241210653,528,531,526,528,-14,66208
2022-05-09,2330,27309304,14249571058,523,524,520,520,-8,82004
2022-05-10,2330,44322247,22673191861,506,519,505,518,-2,83371
2022-05-11,2330,28109896,14662149551,518,526,518,521,3,40227
2022-05-12,2330,35824788,18310112210,516,518,505,505,-16,107513
2022-05-13,2330,30204773,15412261905,507,514,506,511,6,37707
2022-05-16,2330,22012610,11472463517,521,524,518,520,9,30034
2022-05-17,2330,25812051,13627135311,521,533,520,530,10,30826
2022-05-18,2330,33605299,18075946322,541,541,534,538,8,34913
2022-05-19,2330,40798132,21322524192,523,527,520,522,-16,47232
2022-05-20,2330,26111163,13784969436,524,532,523,530,8,21767
2022-05-23,2330,18919447,10040778291,533,534,528,528,-2,18775
2022-05-24,2330,19130619,10036942322,530,531,520,520,-8,31716
2022-05-25,2330,22460245,11782306905,522,529,520,524,4,18352
2022-05-26,2330,31542825,16336162581,523,525,513,514,-10,72846
2022-05-27,2330,30113220,15855257581,524,530,522,530,16,28711
2022-05-30,2330,36480411,19757635264,538,547,537,547,17,42797
2022-05-31,2330,81962870,45507333341,542,560,540,560,13,34286
2022-06-01,2330,32970903,18171598472,550,555,548,549,-11,33456
2022-06-02,2330,26063495,14122936388,544,545,540,540,-9,30042
2022-06-06,2330,23732327,12843324209,541,544,538,540,0,16614
2022-06-07,2330,22152512,11846386906,535,538,532,535,-5,28586
2022-06-08,2330,19609522,10636701303,539,545,538,544,9,18487
2022-06-09,2330,16894479,9115934006,538,542,537,541,-3,18802
2022-06-10,2330,22614596,12011615014,530,533,529,530,-11,44802
2022-06-13,2330,36758925,18998155460,518,519,515,516,-14,112023
2022-06-14,2330,38838778,19813036892,507,514,507,513,-3,85483
2022-06-15,2330,38360508,19580150319,508,515,508,509,-4,72687
2022-06-16,2330,31908028,16331470764,515,516,507,508,0,42177
2022-06-17,2330,48400798,24260277915,499.5,503,499,501,-7,119618
2022-06-20,2330,36664463,18267359790,500,502,495,498,-3,89541
2022-06-21,2330,34432537,17298234720,501,505,499,505,7,32427
2022-06-22,2330,33438921,16630857096,501,503,494.5,494.5,-10.5,81024
2022-06-23,2330,46808462,22836692325,492,493.5,485,485.5,-9,104661
2022-06-24,2330,29003676,14184287155,489.5,492.5,485.5,486.5,1,43609
2022-06-27,2330,38684368,19379396938,496,506,495.5,498.5,12,37438
2022-06-28,2330,16867955,8392290378,496,500,496,497.5,-1,18988
2022-06-29,2330,33124986,16352376816,496,498.5,491,491,-6.5,40024
2022-06-30,2330,49820824,23900613642,484.5,486.5,476,476,-15,111117
2022-07-01,2330,72597018,33459624760,471.5,474,452.5,453.5,-22.5,172267
2022-07-04,2330,61206245,27225872277,443,451.5,440,440,-13.5,96760
2022-07-05,2330,55469884,24538415224,449.5,451.5,433,446,6,70715
2022-07-06,2330,42156925,18556660847,442,447.5,435,435.5,-10.5,59018
2022-07-07,2330,50984110,22992311966,442,459,438.5,457.5,22,56227
2022-07-08,2330,39134398,18251251558,470,470.5,461.5,467,9.5,46039
2022-07-11,2330,22930675,10673806551,468,470.5,461,462,-5,25631
2022-07-12,2330,24155935,10932798847,458,458,449.5,449.5,-12.5,34431
2022-07-13,2330,48134139,22639696871,470.5,473,466,470.5,21,48964
2022-07-14,2330,34014188,16045789881,466,477.5,463,475,4.5,36454
2022-07-15,2330,56039339,27285128552,481,494,477,492.5,17.5,63691
2022-07-18,2330,40797601,20142703483,495.5,498.5,488.5,495.5,3,42574
2022-07-19,2330,20554247,10063256350,487.5,493,486.5,491,-4.5,25035
2022-07-20,2330,36862724,18330197370,502,503,491.5,495,4,40233
2022-07-21,2330,23893063,11887266420,496,501,494,501,6,23039
2022-07-22,2330,26904474,13525083791,505,505,500,503,2,26122
2022-07-25,2330,16803972,8402110298,500,503,498,499.5,-3.5,17230
2022-07-26,2330,19524143,9665183112,499.5,499.5,491,495,-4.5,29293
2022-07-27,2330,18411136,9144660659,494,502,491,502,7,20351
2022-07-28,2330,35020547,17665645632,509,509,499,501,-1,31274
2022-07-29,2330,30632627,15571856556,508,510,504,509,8,24762
2022-08-01,2330,24991291,12569771761,506,508,500,504,-5,26792
2022-08-02,2330,42669591,20973293337,494,496,488.5,492,-12,63879
2022-08-03,2330,29838832,14823224632,494,501,493,501,9,25570
2022-08-04,2330,26589086,13279624282,499,503,495,500,-1,27173
2022-08-05,2330,35052642,17966410242,509,516,507,516,16,49928
2022-08-08,2330,20568971,10531710250,510,515,509,512,-4,18131
2022-08-09,2330,24370709,12372442661,507,511,504,510,-2,25433
2022-08-10,2330,22112239,11075581424,500,503,499.5,500,-10,35188
2022-08-11,2330,24906177,12771121611,513,514,510,514,14,23949
2022-08-12,2330,21343450,11016097043,515,518,514,517,3,21701
2022-08-15,2330,22519886,11755494600,520,524,519,523,6,27372
2022-08-16,2330,21234122,11141160337,526,526,523,525,2,20628
2022-08-17,2330,28461939,14943047011,524,527,521,527,2,26466
2022-08-18,2330,18721898,9734756997,520,521,519,520,-7,24209
2022-08-19,2330,14235983,7403584002,519,523,517,519,-1,14069
2022-08-22,2330,23175820,11849427903,511,514,510,510,-9,32130
2022-08-23,2330,20997847,10580935860,503,506,502,504,-6,34243
2022-08-24,2330,14995494,7560487746,504,508,503,503,-1,20031
2022-08-25,2330,10254367,5208471523,505,510,504,508,5,11664
2022-08-26,2330,13268148,6805419690,513,515,511,512,4,14862
2022-08-29,2330,28217313,14055439771,497,502,496,498.5,-13.5,60889
2022-08-30,2330,25699463,12787938496,497.5,500,496,496,-2.5,43669
2022-08-31,2330,50999514,25630339779,492,505,492,505,9,24054
2022-09-01,2330,42008490,20696930527,495,495.5,490,490.5,-14.5,93631
2022-09-02,2330,33877655,16486942365,488,489.5,485,485,-5.5,71175
2022-09-05,2330,17327720,8419762666,485,488,484,486,1,27611
2022-09-06,2330,21197718,10364807027,488.5,491.5,486.5,489,3,18950
2022-09-07,2330,38168331,18125281029,477,478,472,472.5,-16.5,101077
2022-09-08,2330,35355467,16755699888,473,475,472,475,2.5,37943
2022-09-12,2330,27181969,13268334545,485,491,485,486.5,11.5,26764
2022-09-13,2330,18916557,9329113594,495,495,491,493,6.5,20511
2022-09-14,2330,25046110,12023421519,478.5,482.5,476,480,-13,47333
2022-09-15,2330,24272164,11587112712,476,480,476,476.5,0,35435
2022-09-16,2330,41889816,19737743551,470.5,472,469,472,-4.5,51619
2022-09-19,2330,20724347,9713676332,472,473,466.5,467,-5,45650
2022-09-20,2330,23269759,11027746136,470.5,478,470,476.5,9.5,20621
2022-09-21,2330,24686050,11641957557,473.5,475.5,468.5,471,-5.5,30847
2022-09-22,2330,31417685,14524615830,462,468,459,464.5,-6.5,53974
2022-09-23,2330,32804066,15005076330,458.5,460.5,455,455,-9.5,82492
2022-09-26,2330,34856957,15560487370,443,454,443,446.5,-8.5,75861
2022-09-27,2330,29570005,13260363913,449,451.5,446,448,1.5,29995
2022-09-28,2330,37827459,16693442543,447,449,438,438,-10,78780
2022-09-29,2330,42884163,18748910795,443,443.5,432,435,-3,70971
2022-09-30,2330,58366820,24750796363,424.5,427.5,422,422,-13,87052
2022-10-03,2330,38354967,16068149231,418.5,424.5,416.5,417,-5,70127
2022-10-04,2330,42455417,18225995343,429.5,432,427,429,12,31696
2022-10-05,2330,48321335,21583755745,444.5,451,442,445,16,51865
2022-10-06,2330,30750331,13821382520,450.5,451,447,451,6,24907
2022-10-07,2330,32872044,14505036044,448.5,448.5,437,438,-13,45112
2022-10-11,2330,109842903,44572345642,408,412.5,401,401.5,-36.5,210614
2022-10-12,2330,64138351,25536098386,397,400,395.5,397.5,-4,114055
2022-10-13,2330,43158592,17239718998,400.5,403,395,395,-2.5,66846
2022-10-14,2330,59841064,24714069328,414.5,416,409,412,17,54666
2022-10-17,2330,45038159,17954868983,400,403.5,396,397,-15,66589
2022-10-18,2330,41304834,16675510801,406.5,407,399.5,407,10,30538
2022-10-19,2330,48655069,19398261013,404,405,395.5,395.5,-11.5,68211
2022-10-20,2330,63202035,24682371387,391,397.5,386,397.5,2,76430
2022-10-21,2330,38968511,15297273710,395.5,398.5,389.5,389.5,-8,64043
2022-10-24,2330,48691083,18995017699,395,397.5,387,387,-2.5,58612
2022-10-25,2330,81173913,30515958539,380,382.5,371,371,-16,155200
2022-10-26,2330,61440878,23045141097,370.5,379,370,376,5,46073
2022-10-27,2330,47160778,18190840150,384.5,389,382.5,385.5,9.5,37777
2022-10-28,2330,44691746,16923109361,379.5,382,375,379.5,-6,48116
2022-10-31,2330,40598928,15721543079,386,390,381,390,10.5,32816
2022-11-01,2330,42123141,16428079355,388.5,393,386,391.5,1.5,29780
2022-11-02,2330,23169428,9091891929,391,395,388.5,395,3.5,22285
2022-11-03,2330,42092776,16201844314,385,387,383.5,384,-11,52660
2022-11-04,2330,30839846,11762941797,381,384.5,378.5,382,-2,26895
2022-11-07,2330,37704746,14710405524,390,393,387,390,8,30880
2022-11-08,2330,32576136,12954941396,395,399.5,394,399,9,35956
2022-11-09,2330,56357663,23188739823,403.5,417,403.5,417,18,67569
2022-11-10,2330,33671621,13757669359,409,411.5,406,407.5,-9.5,36471
2022-11-11,2330,83770040,36838808146,441.5,442,435,441.5,34,100349
2022-11-14,2330,63282094,28257175788,450,450,441.5,445,3.5,48957
2022-11-15,2330,118536865,56191637241,465,487,462,480,35,139136
2022-11-16,2330,88416393,43103738374,491.5,494,481.5,487,7,98338
2022-11-17,2330,46850915,22547582604,482.5,485,475,485,-2,57331
2022-11-18,2330,37001332,18131673834,491.5,494,486,487,2,41694
2022-11-21,2330,30609465,14843805078,487.5,489.5,480.5,482,-5,35815
2022-11-22,2330,39329440,19112616916,476,491,476,491,9,40964
2022-11-23,2330,34752559,17111333375,494.5,496,488.5,492,1,32889
2022-11-24,2330,28477359,14073196704,494,496,492,496,4,34387
2022-11-25,2330,41461805,20594790238,494,498,494,498,2,34399
2022-11-28,2330,40815045,19790586320,486,490,480.5,480.5,-17.5,57163
2022-11-29,2330,40266315,19374604221,473.5,488,473,487,6.5,35929
2022-11-30,2330,60728041,29643130386,483,490,482.5,490,3,25325
2022-12-01,2330,43684491,21976936461,506,508,498.5,498.5,8.5,46181
2022-12-02,2330,29909021,14745810388,490,497,490,492.5,-6,31799
2022-12-05,2330,33048153,16272219716,491.5,497.5,489,489,-3.5,31739
2022-12-06,2330,44964237,21703863181,488,489,478,478,-11,44448
2022-12-07,2330,39978821,19128832587,477,485.5,475,475,-3,43603
2022-12-08,2330,28348573,13366736635,475,475,467,471.5,-3.5,45114
2022-12-09,2330,28903860,13881674073,478,484.5,476,481.5,10,25790
2022-12-12,2330,24064002,11435789974,476.5,478,473.5,475,-6.5,34393
2022-12-13,2330,36028109,17034191389,473,476,471,471.5,-3.5,36559
2022-12-14,2330,35263781,16860500181,472,480.5,472,480.5,9,25102
2022-12-15,2330,26001756,12446105928,476,481.5,474.5,480.5,0,21052
2022-12-16,2330,51707693,24262026661,466.5,471,465.5,471,-9.5,69011
2022-12-19,2330,24231653,11320207884,466.5,469.5,465,466.5,-4.5,30247
2022-12-20,2330,33181363,15291302176,465,467,455,457.5,-9,59543
2022-12-21,2330,40831313,18763874901,460,463,457,459,1.5,31581
2022-12-22,2330,14519582,6784664988,466.5,469,464,468,9,16893
2022-12-23,2330,26724153,12200056423,457.5,458.5,455,455,-13,63532
2022-12-26,2330,9152790,4171194858,454,457,453.5,456.5,1.5,16718
2022-12-27,2330,10486219,4820155221,458,462.5,457,457,0.5,13482
2022-12-28,2330,34823492,15643266841,451,452,446,451,-6,59400
2022-12-29,2330,25596357,11400284554,444,449.5,442.5,446,-5,34637
2022-12-30,2330,22297604,10079102379,455,456.5,448.5,448.5,2.5,23086
